,emotion,labels_clean
15105,lonely,I am so sorry to hear that Dealing with the loss of a loved one is always difficult but feeling alone in the grief must be so much worse I hope that you are feeling less alone now
15106,lonely,I am sure that it did Were you very close with your father
15107,lonely,I am it took awhile but I got through it
15140,sad,Its hard to make this decision  Im sorry  Whats your pets name
15141,sad,Omar sure will have some new owners who will love it
15142,sad,Omar was his name
15190,sad,Oh mine too he is 12 and lost eye sight
15191,sad,Wow 15 cant do nothing but love them
15192,sad,Its unfortunate mine just turned 15
15200,sad,Thats terrible Did he at least live a good life
15201,sad,Oh man Be sure to give em a proper sendoff 
15202,sad,He did live for 12 years but apparently i wasnt told til now and he died 2 weeks ago
15237,lonely,Did you try watching movies or playing video games
15238,lonely,I understand
15239,lonely,Yeah me and my dog watched TV but still I go crazy sometimes being alone
15243,lonely,Sometimes being alone can be a good thing though
15244,lonely,Well I am sure it was a good experience
15245,lonely,Yeah it was just a bit eerie without any human interactions I actually missed having someone to talk to
15249,lonely,That would be discouraging  Did you make new friends
15250,lonely,Thats no fun Hopefully you got some stuff done around the house then
15251,lonely,Not at point 
15347,lonely,That sucks  Bowling is definitely a hang out with friends kind of sport 
15348,lonely,You should join a league and meet some friends with similar interests
15349,lonely,Yeah none of my friends wanted to go for some reason I was so sad and alone
15507,sad,You must see them a lot
15508,sad,At least you can talk on the phone
15509,sad,Not yet because she still lives so close but next week she is moving an 11 hour drive away from me It is going to be so hard
15539,sad,Are you the mother or father Time flies so fast
15540,sad,I bet she is going to be a great person when she is older
15541,sad,Im mom She is taller than me now I wish she was 4 again
15542,sad,I hope so She is pretty awesome now
15559,lonely,Really Which one was it 
15560,lonely,Was that in the United States or somewhere else I used to love All My Children and General Hospital 
15561,lonely,Sounds like fun I wonder if you could find old episodes online now 
15562,lonely,Oh cool Any names I might know
15563,lonely,Passions
15564,lonely,It was in the US it had a bunch of young people on it We would all talk about it at school the next day
15565,lonely,Probably A lot of the actors have gone on to be in big movies
15566,sad,I was just talking about this with my friend They are getting too old
15567,sad,i know right
15568,sad,I know they have to grow up and all but cant they stay littles for a little bit longer
15790,sad,Where did you move to
15791,sad,Im sorry I moved once from MD to FL so I know how you feel being without your peeps
15792,sad,Just to the suburbs but its a log drive I miss my friends already
15793,sad,Wow thats a big difference
15828,lonely,How so Just used to the way things are
15829,lonely,Oh no are there things you could do outside of your comfort zone Things you never considered before
15830,lonely,I think so I feel like I have done everything and I am so alone
15831,lonely,That actually sounds like a good idea I could meet some new people
15892,sad,I like being emotional
15893,sad,I bet  Its probably cheaper than therapy though
15894,sad,Well I have watched likt 10 this week They can really move you
15895,sad,Lol Thats so true
15901,lonely,I would imagine so  It is difficult to be away from family for long
15902,lonely,That would probably do the trick  If not video call your family to touch base more often
15903,lonely,I will try get out with friends to feel less lonely
16066,sad,Are you a helicopter parent  Do you spin
16067,sad,Maybe you have went so long without hanging with your friends you forgot you had them
16068,sad,No I miss my kids when they go with their friends lol
16069,sad,Thats probably true lol
16110,sad,What did that do 
16111,sad,I am sorry that someone did that to you
16112,sad,I allowed them back in too rebuildand they ruined it again So I really dont know if Ill ever let them back in again
16168,lonely,Im great how are you doing
16169,lonely,Whats wrong
16170,lonely,ive been feeling better since i just got payed  been a little bummed
16171,lonely,just broke up with my girlfriend recently  but it was totally my fault 
16287,lonely,I am sorry that you had to go through that  
16288,lonely,That is too bad  It sounds like you need some knew people to surround you
16289,lonely,Oh we all have I am sure  Thanks but then the person who is trying to build trust with me acted like a fill in the blank and I wasnt so lonely anymore I remembered why I prefer being alone
16326,sad,which country
16327,sad,thats cool i bet she will have fun
16328,sad,Shell be in England
16398,lonely,thats unfortunate sucks missing out on time with your family
16399,lonely,you definitely gotta appreciate them while you can
16400,lonely,It does I feel like I barely get to see them nowadays
16457,sad,Im so sorry to hear that How long ago was this
16458,sad,its terrible to lose someone Was this expected or sudden
16459,sad,This was a few months ago
16466,sad,Oh my gosh Im so sorry to hear that
16467,sad,I know thats gonna to be a terrible loss for the family 
16468,sad,Thank you We will probably have to put her down soon
16523,lonely,Must be really lonely Youre not trying to go on a guys night out or anything
16524,lonely,Thats really sweet Maybe they miss you too
16525,lonely,Yeah it is and no guys night for me  I am trying to save money  I just miss having them around
16636,lonely,Are you mad at them
16637,lonely,Oh my word I thought bobcats were mythical like unicorns
